5,به قیمتش می ارزید
5,اصل بود ممنون
5,بنظرم واسه اپل بهترین گزینه هست
5,تخفیف خوب
5,فروشندش دیجیکالا بود،اصل بود
5,عالی حتما بخرید
5,عالی
5,عالی و اصل
4,با پارامترهای موجود برای تشخیص های‌کپی و اصل بررسی کردم که خوشبختانه اصل به نظر میاد... 
5,جمع و جورتم جمع و جور
5,عالی تو خریدش شک نکنید
5,شارژر اصلی اپل
4,خوشبختانه با تخفیف خریدم که ارزشش رو داشت
5,اصل بود 
5,عالی ممنون از فروشنده و دیجی کالا
5,کاملا اصل و اورجینال پیشنهاد میشه
5,چند ماهه استفاده میکنم عالی هست. حتما محافظ براش بخرید.
5,شارژر فوق العاده عالی  وبا کیفیت
5,اصلی و درجه یک
4,اصل بود
4,خوبه
5,کالا اصلی هست خیلی خوبه 
1,"سریال شارژر با سریال جعبه مغایرت داره که این به معنی کالای غیر اصلیه ولی دیجی کالا با وجود اینکه این کالا ضمانت اصالت کالا داره مرجوعیش را قبول نمیکنه که این نشانه عدم صداقت دیجی کالاست و من به عنوان کسی که سال ها از دیجی کالا خرید کردم دیگه بهشون اعتماد ندارم.پیشنهاد میکنم شماهم توخریدهاتون دقت کنید چون وقتی مرجوع میکنید خیلی راحت میگن کارشناس تأیید نکرد و دیگه هیچگونه اعتراضی هم نمیتونید بکنید. ممنون"
5,همراه شارژر تبدیل نیز ارسال گردد ، هزینه ندارد ، با توجه به قیمت که کمی بالا تر از بازار است جا داشت تبدیل ارسال  شود
5,درجه یک و عالی
5,فوق العاده و بی نظیر، اصل این محصول را حتما از دی جی کالا تهیه کنید.
5,اورجینال و با کیفیت بود و راضی هستم
5,جنس اورجینال بود و من ازش راضیم
5,عالی باتشکرازدیجی کالا
5,بنظر که اصل میاد. امیدوارم مشکلی پیش نیاد
5,پیشنهاد میکنم بخرید
5,خلاصه ک عالیه با خیال راحت خرید کنید
5,امتحان کردم کاملا اصل دیده میشه سر تایمی که سایت های خارجی نوشته اند شارژ میکنه گوشی
5,به موقعه به به دستم رسیدم
4,خوب و اصلی
3,"مطمئن نیستم و نمیدونم چجوری مطمئن بشم که اصله یا نه ۱۷ عدد سریال نامبر داشت اما لا توجه به گفته های دوستمون موقع تکون دادن شارژر صدا میده و اینکه هیچ هلوگرامی روی بسته درج نشده"
5,عالی
5,خیلی راضیم به نظرم اصله و سرعت شارژش هم عالیه
2,خوب 
4,شارژر اصلی هست ولی کارت گارانتی نداشت 
5, خوب بود
5,اوکیه مشکلی ندیدم
4,ظاهرا اصله
4,کیفیت خوب نسبت به مبلغ
5,همونطور که انتظارشو داشتم ، عالی بود. ممنون از دیجیکالا.
5,عالی و قیمت مناسب
5,خیلی خوبه اصلی هست موقع شارژ اصلا نه خودش داغ میشه نه گوشی داغ میکنه 
5,سارژر خوبيه سريع شارژ ميكنه 
4,به نظر اصل میاد
5,تو این دوره که پیدا کردن شارژر اصل اپل سخته، از دیجیکالا وقتی خودش فروشنده ست با خیال راحت میشه خرید و مطمئن بود اصله. عالی.
5,همین کافیه که اورجینال هست
4,عالی بوده امیدوارم جنس و کیفیت بالاش طولانی باشه اگه فیک واشغال باشه باطری گوشی نابود میکنه
5,برای آیفون ۱۳ پرومکس خریدم داغ نمیکنه 
5,خیلییی خوب بود عالی
1,کاملا فیکه و دیجی پلاس نخرین ک مث من اسیر اینا باشین
5,اورجیناله
5,عالی
5,عالی
4,به نظرم اصله من چک کردم
5,بسیار با کیفیت عالی
4,خوبه کالا اصله فقط واسه شارژ ایفون ۱۴ داغ میشه و بیرون خیلی گرونتره
4,جنس عالی و اورجینال
5,عالی و کالای اصل
5,"با توسل به همه خوبان اصلی از کار درامد قیمت مناسب تر نسبت به بازار البته ناگفته نماند قیمت زیاد مهم نبود اوجینال بود مهم بود خوبیش اینه همون روز ارسال کردن یکسال انتظار نکشیدم"
5,همین که اورجینال بود کافیه مرسی
5,عالی بخرید شک نکنین
5,اورجینال است 
4,خوب
4,عالی و حرفه ای
4,اصل بود و بسته بندی اورجینال داشت
5,اصله  ۱۲ تا پین داره و بازو هاش نیمه نمی ایسته 
2,اصل نیست. های کپی هست
5,شارژر خیلی خوبیه پیشنهاد میشه
5,کاملا وضیعت بسته بندی خوب بود، می تونست عالی تر هم باشه، مهمتر از همه کالا اورجینال به دستم رسید. مرسی دیجی 🫡
5,در کل اوکیه و کیفیت مناسبی داره
4,از تمام راه هایی که برای تشخیص اصل بودن محصول گفته بودن استفاده کردم و درست بود مثل ۱۲خار بودن تطابق سریال نامبر جعبه و کلگی کیفیت مناسب فنرها.بنظر اصل و با اصالت میاد.
4,اصل
5,جنس اصلی
5,عالیه و اصل
1,حالت شلاقی ندارد و فیک است
5,اورجینال 
