5,به پیشنهاد یکی دوستان گیمرم خریدم خیلی شیک و قیمت خوب
5,بهترین کیبورد ریزر از نظر قیمت
5,با این قیمت چیزه خوبیه ولی یادتون باشه که مکانیکال نیست ولی عمرش به از یه کیبرد ممبرین خیلی خیلی بیشتره
4,خیلی قشنگه وعالی
5,راضی بودم
5,کیبورد به موقع رسید و به خوبی کار میکنه 
5,تو این رنج قیمت واقعا عالیه
5,برند ریزر کلا پرچمش بالاست از هر نظر هم موس هم کیبوردش فعلا رو دست نداره
5,"اول از همه سلام. اگه دنبال یه کیبورد از razer با همین قیمت میگردید اصلا همین الان به سبد خرید اضافه کنید.... من فکر کنم ۲ یا ۳ سال هست دارم این کیبورد رو و کیفیتش مثل روز اول میمونه.  برنامه مخصوص ریزر هم داره که عالیش میکنه.میتونید وقتی نمیخواید rgb رو خاموش کنید. البته اصلا کیفش اینه ساعت ۳ شب روشن کنی و باهاش بازی کنی.عشق میکنه آدم  در کل فوق العادست......"
5,اگر دنبال کیبورد خوب میگردید این بهترین آپشنتونه
5,بسیار کیبورد خوبی بود
5,من ۱ ماه که از   پاساژ نور گرفتم ۱ ملیون و ۶۵۰ خیلی راضیم عالیه بگیرید
5,واقعا تو این قیمت عالیه و حر نداره، صداش هم خیلی خوب و معقوله، نورش واقعا چشم نوازه اگر میخواین تو این قیمت خرید کنید حتما توصیه میکنم
5,"ین یک کیبورد ۶۰ دلاری هست که حتی با وجود افزایش قیمت در بازار ایران، همچنان نسبت به هزینه ارزش بسیار خوبی داره  کلید ها نرم و نسبتا خمیری ان، برای گیم فوق‌العاده ست اما برای تایپ -خصوصا اگر کدینگ انجام میدین- معمولی هست، شاید سرعتتون رو پایین بیاره.  من طراح هستم و تایپ متن به میزان متوسط دارم نه مشابه کارهای آفیس. برای کسی مثل خیلی خوب جواب داده. به نظرم اگر تا به حال کیبورد خیلی عالی یا حرفه ای تایپ نداشتید، این کلیدها براتون خوشایند خواهد بود.  باید نرم افزار  Synapse 3 رو از سایت اصلی ریزر دانلود کنید تا بتونید افکت های کیبورد رو باهاش شخصی سازی کنید. کار باهاش نسبتا ساده ست.  توی ریویو هایی ک دیدم اسپیل رزیستنت بود و راحت یک لیوان آب رو روش خالی کردن! هرچند من امتحانش رو توصیه نمی کنم!  اگر کیبورد غیر مکانیکی سیم دار در رینج قیمتی اقتصادی نیاز دارین، خصوصا برای گیم، این محصول بهترین گزینه هست.  اگر سوالی دارین در قسمت پرسش ها مطرح کنید تا پاسخ بدم."
0,کیبورد خوبی هست و راحت و خوش دست 
4,خیلی کیفیت عالی بود مناسب برای گیم
5,بسیار با کیفیت
5,بهترین کیبورد روی این رنج قیمت
0,"ترجیه میدادم با اون هزینه ای که قبلا کردم حدود ۳ تومن یکم صبر میکردم  و کیبورد مکانیکی ریزر میخریدم ولی راضیم کارشو خوب انجام  میده و ایرادی نمیشه بهش وارد کرد"
5,کیبورد خیلی خوبیه برای بازی 
5,کیبورد خوب با قابلیت rgb .  رنگ هر کلید رو میتونید عوض کنید. کلی افکت مختلف بهش بدید . در کل خیلی عالیه .
0,در کل از خریدم راضی هستم تو این قیمت بهترین انتخاب است
5,یکی از بهترین ها از کیبورد های نیمه مکانیکی،  و زیبایی 
5,بهترین کیبوردی که میشه پیشنهاد داد این کیبورد عالیه دکمه هاش راحته قابلیت تنظیم نور داره که تویه شب اذیت نشید و افکت های زیادی داره برای نور هاش تنها مشکلی که من ازش دیدم که بهش نمیشه گفت مشکل اینه که بعضی توی بعضی افکت ها وقتی با دکمه کم و زیاد کردن صدا کار بکنی تا تقریبا ۳ ثانیه اون دکمه بدون نور میمونه فقط همین این کیبورد عالیه
5,اگر میشه دوباره موجود کنید
5,خیلی راضیم از خریدم
3,عالی بسیار راحت
5,خیلی خوبه
4.4,"قبل از این کیبورد CYNOSA CHROMA داشتم و کیفیت بدنه خیلی خوبی دارن این سری  کیبورد های ریزر. حتما اگه توی این رده دنبال کیبورد هستید پیشنهاد میکنم شخصی سازی نور های RGB داخل نرم افزارش خیلی ساده س و تنوع خیلی بالایی داره که برای گیمینگ بسیار کمک کننده س. ارتفاع کیبورد مچ رو کمتر خسته میکنه و آسیب کمتری میرسونه."
5,کیفیت ساخت بالا
5,بسیار عالی و حرفه ای، هرچی بگم کم گفتم 
3.8,برند ریزر یکی از بهترین برند ها محسوب میشه و محصولاتش معرکه است و حرف نداره و این کیبورد هم در حد خودش مثل همه محصولات این برند عالیه.
5,ابن کیبورد با قیمت جهانی ۵۰ تا ۶۰ دلار هست که خب داخل ایران گمرکی و اینا میگیره میشه ۲ملیون بجای ۱ ملیون ولی باز هم با این قیمتش با کیفیت خوش ساخت نرم و زیباست و کیفیت یه محصول درجه یک ریزر رو داره . دوستانی که بازی های ار پی جی بازی میکنن این کیبورد بسار مناسبه براتون چون کوییک مکرو ست داره که برای شما بسایر مفیده و تو شب هم نور کیبورد کم و زیاد میشه چشم رو اذیت نکنه و تمام کلید ها هم خوانا هستند.
3,کیبورد خوبیه ولی خب ریزر پول برند میگیره و با 2 تومن میشه بهترین کیبورد های مکانیکال رو گرفت نه یه کیبورد معمولی و ساده
5,سلام این کیبورد تو رنج قیمت خودش بی نظیر هست و من به شخصه خیلی ازش راضیم و حتماااا توصیه میکنم بخرید
