5,هندفون عالی. فقط یادتون باشه اپ مخصوصش رو دانلود کنید.
5,شارژدهی بسیار عالی و نویز کنسلینگ
1,"من مدتها استفاده کردم و عالی بود. عالی. بعد سونی آپدیت ۱.۴.۲ رو داد بیرون و کشتش. ۸ ساعت باطری نگه می‌داشت، الان سر یک ساعت تموم می‌شه، و مطمئنم به زودی عمرش بسیار کمتر هم می‌شه از اونجایی که اون آپدیت باعث داغ شدنش موقع شارژ می‌شه و عمر باطریارو سریعا کم می‌کنه. اگر ایران نبودیم وارانتی سونی مسئولیتو قبول می‌کرد و تعویض می‌کرد، ولی ایرانیم، واقع‌گرا باشید. به سونی اعتماد نکنید، نخرید نخرید."
4,از همه نظر خوبه فقط یه مشکلی که داره اندازش هستش توی هر گوشی واینمیسه حتما قبل از خرید یک بار تو کوشتون بزارید ببینید راحته و خوشتون میاد بعدش بخرید
5,عالی عالی 
1,هیچ برندی به پای هندزفری سنهایزر، هم از بابت کیفیت ساخت و هم از بابت کیفیت صدا نمیرسه که ۷۸ سال هستش که در زمینه تولید ادوات تخصصی صدا سابقه داره ، یعنی وقتی شرکت سنهایزر شکل گرفت اصلا سونی وجود نداشت، مثل کیفیت تویوتا از ژاپن با مرسدس بنز از آلمان میمونه، دوستانی که درزمینه تخصصی صدا متخصصن خوب میدونن که انتخابشون چیه
1,کمتر از یکسال کار کرد. لای پر قو نگرش داشتم. باتریش ناگهان کاملا بی دلیل  خراب شد. دارم میندازیش سطل آشغال و دارم apple order میدم.
5,من از جای دیگه تهیه کردم و تقریبا همه نیازمو نسبت به یه ایرفون استاندارد تامین کرد، نمیخوام درمورد صدا و مزایا و معایبش چیزی بگم، چون همه جا نوشتن و هست.. فقط خواستم برای اونایی که دنبال جایگزین برای ایرتیپ های نامناسبش هستن، بگم من چون از قبل به خیلی از ایرتیپای مطرح دسترسی داشتم، اگه تونستین ایرتیپ sony ep-exn50 تهیه کنید که اگه نتونستین همون sony ep-ex11 تمام نیازهاتون رو برطرف میکنه، دنبال کامپلی و اسپین فیت و اسپایرل دات نرید هیچکدوم به اندازه ایرتیپهای قدیمی سونی نمیتونه فیتینگ و صدای کامل براتون فراهم کنه.
4,"هندزفری قبلی من بادز بود که خوب این از لحاظ کیفیت پخش از اون سرتره ولی تو مکالمه بادز بهتر عمل میکرد عملکرد بادز ناپایدار تر از این بود و اگه باطریش تموم میشد خیلی طول میکشید تا دستگاه را بشناسه  خلاصه من فقط واسه طراحی خاصش اینا خریدم واقعا یه اثر هنریه مگرنه تو کیفیت با این قیمت واقعا معجزه نمیکنه و اصلا کیفیت پخش به  بیتس نمیرسه و کیفیت مکالمه هم یه هندزفری دور گردنی انکر با یک پنجم‌ این هزینه بهتر عمل میکنه"
5,من این هدفون سونی رو خریدم خیلی خوب در گوش فیکس میشه و مثل ایر داد نمیفته شارژ بالایی داره ولی خوب اگر انتظار چیزی در حدود هدفون های بیتس اصل رو دارید بگم که در اون حد کیفیت صدای بالایی ندارند.
5,وقتی باهاش موزیک گوش میکنی میری تو یه دنیای دیگه
5,عالی
5,"من قبل این ایرپاد پرو داشتم از همه لحاظ این بهتره تووی گوش راحته کیفیت صدا خوبه طبیعتا قیمتشم نسبت به کیفیتش بالاست"
5,کاربرد اصلی من برای ای دیوایس صحبت در جلسه های آنلاین و مکالمات تلفنی رو گوشی، لپتاپ، و تبلت است. این هدفون بدون نقص از دیوایس یه دیوایس دیگر سویچ میکن، بدون باگ. با همه ابزار مکالمه مثل تیمز، میتس، واتساپ، اسکایپ و گوشی خوب کار میکند. د از مسیر گران قیمتی را طی کردم تا به این هدفون رسیدم؛ خرید دو هدفون دیگر B&amp;O و Shokz و هر کدام مشکلات خود را داشتند. مشکلاتی که این هدفون نداشت. از اول همین هدفون رو میخواستم ولی اینجا موجود نبود. محصول را توصیه میکنم
4,"متاسفانه بعد از یکسال باتری چپ یا راست بسته به این که کدوم رو بیشتر استفاده می کنید خراب میشه ولی من تونستم از ایبای باتریش رو بخرم و خودم تعویض کنم که مشکلش برطرف شد. از طریق مالتینا میتونید بخرید نوع باطری z55h 3.85v .29wh"
1,خیلی زود باتریش خراب شد و بدون استفاده شد. با توجه قیمت که من نصف این قیمت فعلی خریده بودم اصلا توصیه نمیکنم. 
3,من واقعا نقد دارم به قیمت های دیجی کالا. دیجی کالا باید قیمت را شفاف بکنه چرا دوبرابر شده؟ قیمت دلاری اش را بگه. شده بعضا یه کالایی می خریم دو روز بعد 40 درصد قیمتش کم شده. این هدفون هیچ چیز عجیب و غریبی هم نیست از لحاظ صدا. بیشتر قیمتش بخاطر عملکردهای لمسی و نویز کنسلینگ هست. استفاده کردم و با هدفون معمولی قبلی ام هم مقایسه کردم دارم میگم. کیفیت شاید در حد زید ده درصد ممکنه فرق داشته باشه. وسوسه نشید خواهشا.
5,لطفا کاور و لاستیک های گوش را برای خرید اظافه کنید
5,همه مشخصاتش عالیه من یک ساله خریدم و یک بارم باهاش به مشکل برنخوردم ، دارای برنامه اختصاصی هستش که باهاش تمام کاراییش رو میشه کنترل کرد ، شارژ وایرلس سریع شارژ میکنه ، تو گوش خیلی راحت هست و اصلا نمیوفته
5,هیچی نمیگم یکبار ولی چیز خوب بخرید
