5,عالی برا عکاسایه حرفه ای دوربین خیلی خوبیه و پر کاربرد
5,به عنوان کسی که کارم عکس و فیلم هست عنوان میکنم دوربین خوبی هست اگه عکاس باشید یا حتما آموزش عکاسی ببینند. اگه برای عکاسی خونگی قصد خرید دارید پیشنهاد نمیدم . موارد فنی زیادی داره که نمیشه همشو گفت ولی در کل و عامیانه باید بگم کیفیت عکس و فیلم عالی و دارای وزن بالاست.
5,واقعا بی نظیره
5,من به همه عزیزان پیشنهاد میکنم 
5,عالی هستش پیشنهادش میکنم کسایی که عکاس حرفه ای هستن استفاده کنن
5,"اگه کارتون صرفه فقط عکاسی میتونید از مارک ۳ استفاده کنید  مارک ۴ برای فیلم برداری عالیه به دلیل فکوس کشی خیلی سریع تصویر برداری سینماتیک ۲۴ فریم  با وضوح بالا"
5,خواهشا موجود کنید
5,این دوربین بهترینه حتی اگه آماتور باشین باز بهترین عکسارو میگیرین
3,از نظر کیفیت رو دستش نیست فقط یه کمی قیمتش بالاست
4,خوب است
5,"اگر یک عکاس ماهر هستید حتما این دوربین را خریداری کنید من خودم یک عکاس ماهر هستم برای همین این دوربین رو خریداری کردم البته من این دوربین رو 2 پیش از یک مغازه خردیم از دیجی کالا نگرفتم امیدوارم نظرم برایتان مفید بوده باشد"
5,من ی دوست دارم ک عکاس حرفه ای هستش و این دوربین رو خریده خیلی عالیه بهتون پیشنهاد میکنم من خودمم ازش استفاده کردم البته اون از دی جی کالا نخریده
5,خیلی دوربین خوب و با کیفیتی هست
4.9,واقعا بی نظیره من دوستم چند مدت پیش گرفت باهاش کار کردم واقعا فوق العادست از همه نظر توصیه میکنم حتما بخرید
4.9,یه دوربین حرفه ای و عالی
5,من واقعا از دیجی کالا تشکر میکنم
5,تجربه لذت عکاسی. حتی اگه یه آماتور با این دوربین عکاسی کنه. مطمئنم عاشق عکاسی میشه و میره کلاس عکاسی. بره من که عکاس حرفه‌ای نیستم ولی عاشق عکاسی. تجربه بی نظیری بود...
5,دوربین عالی هستش از مبتدی تا حرفه ای باهاش کار کردم و خیلی راضی هستم
3,این دوربین به درد کسی میخوره که تو عکاسی حرفه ای باشه واسه منو توی که از این دوربین و ویژگیهاش سر در نمیاریم خیلی گرون وبه ارزش نداره ولی واسه ی یک عکاس ممکه خیلی ارزش دار به حساب بیاد نظری راجبش ندارم اما این دوربین به درد ادم غیر حرفه ای نمیخوره
5,عکس فوق حرفی میتونی بگیر واقعا عالی
5,کانن خیلی دوربین های خوبی داره قطعا با این قیمت کیفیت دوربین خیلی عالی است مطمئنم که خصوصیات خیلی زیادی داره
4.5,کنن عالی ، هم سخت افزار و هم کیفیت و رزولیشن عکس
4.8,این دوربین درسته قیمتش بالاس اونم بخاطر ارزش پایین پول ما وگرنه قیمتش از قبل هیچ تغییری نکرده. متاسفانه ما قدرت خریدمون پایین اومده. دوربین فوق العادس و از نظر امکانات و کیفیت هیچی کم نداره و به خوبی با D850 نیکون رقابت میکنه. حالا شاید از نظر یک سری ریزه کاری ها با هم فرق کنن. این دوربین با لنز محشر 105-24 برای یک عکاس حرفه ای بخوبی میتونه نیازشو برآورده کنه. دوستان دقت کنید اگر حرفه ای نیستید این دوربین به دردتون نمیخوره و بهتره برید سراغ مدل هایی پایین تر. صرف فول فریم بودن و فیلم برداری 4K دلیل نمیشه که اگر کارتون عکاسی نیست این دوربین رو تهیه کنید. به نظر من کسایی باید این مدل دوربین رو تهیه کنند که زندگیشون عکاسی باشه و ژانرهای مختلف عکاسی رو تجربه بکنند.
5,خیلی خوبه ادم میتونه باهاش عکس و فیلم هایی رو کهدوست داره به ثبت برسونه و مناسب برای افراد حرفه ای هستش.
5,۴ سال پیش که تازه به بازار اومده بود با یک لنز ۲۴-۱۰۵ میشد خرید ۱۳.۵ میلیون ، من یک مارک تری خریدم به جاش ۹.۵ میلیون ، ازش راضیم ولی ایکاش اینو خریده بودم
5,این دوربین عکاسی آخرین مدل دوربین از مارک کانن هست و قطعا از دوربین های قبلی کیفیت عکاسی بهتری داره و برای افرادی که به صورت کاملا حرفه ای دارن عکاسی رو یاد میگیرن مناسبه  نه افراد معمولی برای عکاسی های خانوادگی و اینها و قیمت مناسبی برای این حد از قدرت عکاسی داره .ولی یک چیزی اینجا خیلی جالب هست اینکه یک سری از افراد نظرات غیر باور و غیر منطقی میدن یک دوربین ۶۰ میلیون تومانی چه جوری امکان داره بد عمل کنه یا قدرت شاتر اش کم باشه بهتر به این نظرات غیر باور نگاه نکنیم چون واقعا خیلیییییی غیر حرفه ای خیلیییی . و نشان میده که یک سری از این افراد هیچ اطلاعاتی در مورد دوربین و عکاسی ندارن  و از یک منبع بی اطلاعات و غیر قابل قبول نظر میدن .
3,عالیه این
4.7,برای مبتدی ها کار کردن باهاش سخته
5,من قبل این دوربین سونی a7 داشتم که خیلی هم ازش راضی بودم ولی وقتی اینو گرفتم دیگه سمت اون نمیرم اصلن این یه چیز دیگست
4,اگه زندگی تون عکاسیه بخرید وگر نه بدردتون نمیخوره چون قیمت بالا داره و کار باهاش برای غیر حرفه ای ها یکم سخته
5,مناسب برای حرفه ای ها
5,کیفت بالایی دارد
3,من انیماتورم و فکر میکنم این دوربین برای این کار بی نظیره
5,واقعن این دوربین یکی از غولهای کانن هست
5,"سلام دوستان از ۱۳ سالگی دارم حرفه ای عکاسی میکنم و برای اینو و اون عکس میگیرم  دوربینی به خوبیه این ندیدم اصلانم قیمتش بالا نیست(البته نسبت به مشخصات و کیفیتش) خلاصه اگر عکاسی حرفه این میکنین تو خرید تو لعنتی دوست داشتنی شک نکنین"
3,از خریدم راضیه راضیم
5,بابا با این پول میشه پراید خرید.پیش دوستام دیدم این دوربینو واقعا عالیهه حرف ندارهه.این دوربین فقط واسه کسانی که میخوان عکاسی حرفه ای رو شروع کنند.نه واسه افراد معمولی برای عکس خانوادگیو دست جمعی.گفته باشم
3,"یکی از بزرگترین اشتباهاتم این بود که این دوربین رو خریدم تا الان که دارمش از خیلی چیزاش سردرنیاوردم...  توصیه میکنم که اگه حرفه ای هستین و کارتون عکاسی هست تهیه کنید"
3.8,دوربین خوبیه نمیگم بسیار عالیه ولی با این رنج قیمت انتخابهای دیگری هم هست
5,"برای استفاده تخصصی پیشنهاد میکنم براتون. خیلی خوبه و امکاناتش نسبت به مدل های دیگه بیشتره. برای همه مناسبه ولی این دوربینو فقط برای اونایی که شغلشون عکاسی حرفه ای هست پیشنهاد میکنم. برای عکسای معمولی و یا افرادی ک تخصص توی این زمینه ندارند ، خرید این دوربین درواقع خرج بیهوده ۳۰ میلیون اضافس دوربین کانن با مدل های پایین تر هم جواب گوی ثبت لحظات معمولی با کیفیت خوب هم هست"
3.4,خوبه ولی برای افراد مبتدی اصلا توصیه نمیکنم
4.1,"سلام این دوربین واقعا محشره اما نه برای یک فرد معمولی بلکه برای یک عکاس  من بعد چندین سال کار حرفه ای این دوربین رو گرفتم و اصلا برای افراد مبتدی توصیه نمیکنم"
4.8,این دوربین واقعا حرفه ای و عالیه ، من برای سالن زیبای همسرم گرفتم برای مدل ها البته نیاز ب عکاس حرفه ای داره برای سورپرایز کردنتون توی عکاسی.. واقعا راضی هستیم
4.9,"درود. افرادی که میگن قیمت این محصول بالاست، مطمئنم از این دوربین استفاده نکردن و یا از دوربین شناخت کافی ای ندارن.  درسته همه اجناس در کشور گرونن اما با این اوضاع اقتصادی کاملا بصرفه و عالی هست و دوربینش قابل تعریف نیست و باید ببینید تا متوجه شید. بهرحال موفق باشین و مبارک خریداران"
5,سلام این دوربین خیلی محبوب و پرفروش است و متاسفانه قیمت این دوربین اخیرا به شدت افزایش پیدا کرده است
4.2,"من اینو برای عکاسی گرفتم واقعا کیفیت عالی داره و عکسای خفنی میگیره یه کلیپ هم باهاش گرفتم بنظرم عالیه"
0,عالی ترین دوربین
5,من از دیجی کالا نخریدم ولی میدونم خیلی دوربین عالی هستش
5,"خیلی خوبه من که زندگیم عکاسیه عاشق این دوربینم خیلی دوسش دارم عکس هام رو خوب وبا کیفیت میندازم  عاشق  این دوربی واقعا عالیه البته من از دیجی نخریدم از بیرون گرفتم اما عالیه خیلی خوبه خیلی اگه کسی عاشق عکاسیه دیگه قیمت دوربین مهم نیست"
5,من واسه عکاسی حرفه ای ام از این کانن استفاده میکنم و یه دوربین ۷۰ هم دارم واقعا محشره
3,من این دوربین رو حدود یکسالیه خریدم خیلی راضیم خیلی قابلیت های متنوعی داره که باید با منوهاش آشنا بشی که بتونی تنظیماتش رو انجام بدی دکمه دم‌دستی روی بدنه هم زیاد داره که کار عکاس رو راحت میکنه  کیفیت عکساش هم قابل مقایسه بانیکون که دوستم داره و البته قدیمی تر از مال منه واقعا نیست توی فتوشاپ متوجه کیفیت کار و تفاوتش شدم فقط یه کم سنگینه که اونم به مرور آدم عادت میکنه
3,من قبلا با این دوربین کار کردم و قدرت عکاسیشو دیدم با اینکه کارم اصلا عکاسی نبود ولی جوری بهش علاقه مند شدم که قسطی خریدمش یه دوربین فوق العاده اس همین هیچ چیز بدی نمیتونین راجبش بگین محشره
4.7,در کل یکی از بهترین هاست...
3,دوربین کانن مارک 4 یکی از بهترین دوربین‌های کانن است که برای کار‌های عروسی و مدلینگ استفاده می‌شود. در خرید این دوربین شک نکنید. البته کمی گران است.
3,جزو بهترین دوربین های موجود در بازار هست برند مشخصی داره و براحتی لنز های مناسب دوربین در بازار براش موجوده به همین دلیل دوربین مورد علاقه عکاسان خبری
4.6,خیلی سال منتظرش بودم متاسفانه تو این رده بین ۳ تا ۵ سال به روز میشه داینمیک رنج خیلی بهتر شده تو زمینه نویز واقعا بی نظیره و فیلمبرداری بهتری از رقیب نیکونی داره اما D850 نیکون بدون تعصب از این یه سروگردن بالاتره چون داینمیک رنج تو نور روز مهمترین فاکتوره همچنین قابلیت های بیشتری هم داره که یه کم برای کسی که کنونیه انتخابو سخت میکنه
4.2,"واقعا دوربین کامل و خوبیه من خودم نیکون دارم ولی از فیلم برداریش واقعا لذت بردم، خب موقع بررسی به قابلیت‌های رقیبش اصلا نمیرسه،انتخاب دوربین در برند‌ها کاملا سلیقه‌ایی  هستش اما با یکم دقت انتخاب‌های بهتری هم پیش رو داریم یا علی"
4.7,کنون 5d از فوق‌العاده ترین دوربین ها است ولی بدون تعصب میگم به نیکون D850 نمیرسه
3,دوستان مشتری واقعی این دوربین یه عکاس واقعیه این دوربین جدا از فول فریم بودنش امکانات زیادی داره که فقط یه عکاس قوی درک استفاده از امکانات این دوربین داره،  به نظر من کسایی که میخوان از دوربین استفاده خونگی داشته باشن مخصوصا کسایی از مود اتوماتیک استفاده کنن اصلا dslr نخرن یه دوربین کامپک بخرن هم قیمت مناسبی داره هم رو مود اتوماتیک خروجی عکس بهتری داره
5,دوربین خیلی خوب و عالیه هستش و باهاش می شه عکس های خیلی حرفه ای گرفت ولی قیمتش بالاس اگه می خواید هزینه کنین بخرید
4.7,"تقریبا بیشتر از دوساله که این دوربین رو گرفتم با یک لنز 24-70 f2.8 البته اون موقع قیمت تموم شده دوربین و لنز و کلی دم دستگاه برام حتی نصف این قیمتی که داره هم نیوفتاد  تجربه کار با این دوربین به حدی خوبه که شما بعد از کار کردن باهاش نمیتونید با هیچ دوربین پایین تر از خودش کار کنید ، چیزی که برای من اتفاق افتاد و من دوربین قبلیم رو گذاشتم یه گوشه خاک بخوره !! این مورد رو خیلی جدی بگیرید فیلم برداری عالی و عکس برداری خیره کننده ای داره  نسبت به نسل قبلی خودش واقعا یک سر و گردن بالا تره  امکانات بالا مثل wifi باعث شده من از ریموت برای عکس برداری استفاده نکنم و با گوشی کنترلش کنم  در مورد تایم لپس همه چیش فوقالعادست فقط من نتونستم باهاش طلوع و غروب خورشید رو بگیرم ، چون نمیتونید نورسنجی رو در حین گرفتن تصویر تغییر بدید چه اتومات و چه دستی ،  یا شاید من بلد نبودم  رفتار نویزی بسیار عالی داره و در شرایط سخت کاری یهو از توی یه فضای تاریک و بد نور ، عکسی به شما میده که خودتون حیرت زده میشید  وزن دوربین های توی این رده به همراه لنزشون واقعا زیاده و اگه تصمیم به سفر به همراه دوربین و تجهیزات جانبی مثل سه پایه و یک لنز تله و فیلتر و شارژر و ... بگیرید ممکنه وزن زیاد شما رو خسته کنه در مورد باطری هم بگم که اگه قصد تصویربرداری دارید باید باطری اضافه داشته باشید انتظار نداشته باشید دوربین با این سنسور و پردازش تصویر مصرفش کم باشه ، نیکون و کانن نداره ، دوربین قوی و با کیفیت کلا مصرفش بالاست البته در حالت تصویر برداری و نه عکاسی   در آخر بگم که این دوربین اصلا برای کلاس یا بازی و یا عکسای خانوادگی نیستش واقعا ، بهتره اگر واقعا نیاز به این همه امکانات و کیفیت دارید و همچنین توانایی کار کردن با این هیولا رو دارید تصمیم به خریدش بگیرید وگرنه کافیه یه عکاس دیگه ببینه خروجی شما از این دوربین چیه ، اگه نه پول در بیاد ازش و نه اثر هنری قابل توجه ، حتما به شما خواهد خندید !!!!"
5,عالی براش کمه
4,دوربین خوبی هست
3,این دوربین یکی از حرفه ای تریت های کنون هست و لنز ۲۵_۱۰۵ همزمان با زاویه باز و زوم نسبتا بالا لنزی بسیار کار آمد میباشد.
5,این دوربین یعنی زندگی من کلکسیون نیکون و کنون را دارم کارم اجاره تجهیزات به عکاسان است این دوربین یک سرو گردن از بقیه جلوتره
3,این دوربین فول فریم هست یه پنجره ی شفافی رو به دنیایی از زیبایی باز میکنه در کل برای کسی که بتونه باهاش هزینش رو دربیاره بالاخره براش اروده ای داشته باشه وگرنه مناسب عکاسی مبتدی و منزل نیست برای اشخاصی که میخوان استفادی شخصی داشته باشن و در کنارش هم از عکاسی لذت ببرن 700d یا 750d پیشنهاد میشه
4.8,"من واقعا تعجب میکنم نظرات که میخوندم کمتر نظریات کارشناسی شده دیدم، دوستان بزرگوار این دوربین کاملا حرفه ای هست و شرکت کنون این دوربین برای عکاسی از کارهای ساده طراحی نکرده.این دوربین یکی از بهترین دوربین های دنیا محسوب میشه که بسیاری از عکاسان حرفه ای منتظر اون بودند مخصوصا دارندگان مارک ۳ این دوربین. دوستانی که قصد خرید فقط عکاسی فامیلی و همچنین از کودکان خود رو دارند حتما پیشنهاد میکنم از این دوربین ها تهیه نکنند این دوربینها نیاز به شناخت صحیح از دنیای عکاسی و نور و لنز ها رو داره.عکاسان حرفه ای به خوبی می دانند خرید این دوربین با این لنز شروع به دنیای عکاسی فوق العاده ای هست که خودش با گذر زمان تجربه های وسیع حاصل میشه. نسل این دوربینها و دوربینهای مانند نیکون ۸۵۰ و سونی الفا ویژه عکاسانی هست که میخواهند دنیای عکاسی کاملا با دید حرفه ای انجام بدن. علت گرانی این دوربینها ویژگیهای هستش که دوربینهای معمولی از این دست امکانات ندارند. مثل تنوع لنزهای مورد استفاده، فول فریم، امکانات عکاسی در شرایط مختلف مثل سوژه های متحرک و ورزشی و طبیعت و غیره. ضمنا این دوربین باید با دوربینهای هم رده خودش مقایسه بشه مثل نیکون ۸۱۰ و شاید نیکون ۸۵۰ ولی مقایسه اون با دوربینهای سونی سری الفا ۷ که فاقد ایینه هستند کمی مشکله."
5,"مطمئن باشد که این دوربین هیچ رقیبی نداره  خیطی عالیه از همه لحاظ اگه میخواید بخرید تردید نکنید هرچه سریع تر بخرید الان نمی فهمید ولی وقتی که خریدید اونوقت کیفتش رو درک می کنید"
3.6,من 5D Mark 2  داشتم ولی همیشه دنبال کیفیت و رزولوشن D800 نیکون بودم  اما حالا به جرعت میشه گفت که کانن خیلی خوب نیاز کاربران حرفه ای خودشو درک کرده و این دوربین رو به بازار معرفی کرده . به همه کسانی که دنبال بهترین دوربین برای آتلیه عکاسی هستن این رو پیشنهاد میکنم .
5,بسیار دقیق و کیفیت بالا است
3.3,"همه چی خوب ولی برای فیلم برداری. برای عکاسی چون دوربین قطع متوسط نیست و 30 مگاپیکسل هم هستش در نتیجه lens diffraction بالایی داریم یعنی شارپنس عکس در دیاف های بسته کم میشه. برای عکاسی به خصوص ماکرو اصلا گزینه خوبی نیست و 5d MIII تو فول فرم از همه بهتره (برای عکاسی) ولی برای فیلم برداری این بهتره. این دوربین ساخته شده تا شرکت کنون از گردونه بازار 4k عقب نمونه. الان ملت فقط فکر این هستن پیکسل بخرن چه دوربین و چه گوشی. پیکسل بالا تا یه حدی خوبه بیشتر ازیه حدی، برای عکاسی مضر هستش."
3,بهترین آتلیه ها و ... این دوربینو دارن و کلیپ حرفه ای و... رو با این دوربین ظبط میکنن بقیش دیگه مونتاژه و با نرم افزار های ...
5,"واقعا دوربین محشریه.جون میده واسه عکاسی و فیلمبرداری.ساخت موزیک ویدیو. اگه با قیمتش مشکلی ندارید،توصیه میکنم حتما بخرید. ممنون از دیجیکالا. راستی هیچ وقت دوربین های کنون و با نیکون مقایسه نکنید.در همه چی کنون برتری داره.مخصوصا فیلمبرداری."
5,این فقط واسه کسیه ک زندگیش عکاسیه
4.5,در مورد کیفیت دوربین باید بگم که عالیه،  اما این لنز کیت کیفیت پایینی داره و دوستان حرفه‌ای مسلما از لنز 24-70 در این رده استفاده میکنن نه این لنز!
