4,بسته بندیش کلا افتضاح بود
5,قوی
1,cpu  را در محل زندگی خود تهیه کنید هرچند گرانتر باشد
3,سی پی یو قوی و عالی اما نکته ای ک هست فروشندگان محترم باید خودشون بهتر از همه بدونن ک این قطعه فوق العاده حساس هست و باید برای بسته بندی کردنش وقت بیشتری بگذارن و دقت بیشتری خرج بدهند
5,میانرده خوش قیمت
4,سی پی یو خوب و اقتصادی هست پیشنهاد میکنم
4,"واسه من داخل چندلایه پلاستیک حباب داره قوی ارسال شده بود ،که واسه همه ام همینجوریه چون Tray عه ، و هیچ گونه مشکلی هم نداشت و سالم بدستم رسید. درکل عیبی ندیدم"
5,تقریبا هم تراز با i7 11700 و قدرت و فریم خوبی داره ، تو بازی Last of Us تا 120 فریم هم میتونه بده از گرافیک خوب بندازید
3,نمی دانم چی بگم ولی من اول که به دستم رسید بود یعنی میتونید بگید بست بندی خوبی بود و خوب ازش محافظت کردن و دومش معجون روش بود کف کنم یا تست کردن و برای مشتریان میفرستن یا ممکن باشه دست دوم باشه و که وقتی برای من رسید کار کرد و هیچ مشکلی نداشت
5,اگر قصد خرید سیستم در رنج قیمتیه 35 تا 50 میلیون رو دارید این پردازنده فوق العادس واستون
3,این پردازنده بینظیره اما نحوه ارسال و بسته بندی نسخه ی تری وحشتناکه و واقعا شانس آوردم که آسیب ندیده بود.حداقل از فروشنده ای که من خریدم نخرید...
3,دوستان سی‌پی‌یو که اوکیه و امتحانش رو پس داده، اما به نظر من اگه موردی که میگم براتون اهمیت داره از این فروشنده خرید نکنید، چیزی که برای من فرستادن فقط لای پلاستیک پیچیده شده بود و اون جعبه لاکی خود سی‌پی‌یو رو نداشت، و همچنین روی سی‌پی‌یو کثیف بود که احتمال زیاد خمیر سیلیکون های قبلیه و حتی زحمت ندادن کامل پاکش کنن بعد ارسال کنن، درسته که مدل tray هست اما من به اسم کالای دست دوم نگرفتم که اینجوری فرستادن، البته من زیاد این موضوع برام اهمیت نداشت و استفاده کردم.
5,خیلی خوب بود پیشنهاد میکنم
5,"خود سی پی یو اوکیه و نو هست و فقط کارتن و فن نداره ولی بسته بندی افتضاح حداقل سی پی یو رو توی بسته بندی محکم تر بزارین بعد توی پلاستیک حبابی بپیچین نه اینکه سیپی یو مستقیم با پلاستیک حبابی تماس داشته باشه!"
5,دوستان فوق‌العاده اس‌ من RTX 3070Ti دارم معرکه اس
1,سی پی یو خراب بود و در مرجوع کردن به دردسر افتادم
5,خود سی پیو که عالیه در قیمت خودش....ولی موز رو اینطور بسته بندی میکنن نه cpu
1,نسل ۱۲ خیلی خیلی ساده و الکی 
5,خوب بود پیشنهاد می کنم  مناسب گیم و رندر
5,مناسب گیم بدون گرافیک مجتمع
5,با تشکر از دیجیکالا
5,بهترینه
5,ممنونم بسته بندی خوبی داشت
5,"دیجی. کالا بسته بندی سی پی یو افتضیاح  بعد خیلی سخته نصبش"
5,"حدود 3 ماهی هست گرفتم برای گیم واقعا عالی هستش البته کنار یه گرافیک حداقل 8 گیگ و رم 161"
5,لطفاً موجود کنید
5,"با مادربورد H610M S2H DDR4 rev. 1.0  و رم 16 3200 مگاهرتز CL16 کورسیر مدلVENGEANCE RS PRO و فن MASTERLIQUID ML120L V2 RGB و گرافیک 6700xt  بسیار عالی شد"
5,اگه طرفدار RGB هستید، این پردازنده رو به صورت Box نخرید (بدون خنک‌کننده) خودتون خنک کننده RGB تهیه کنید، قیمتش هم همون قیمت Box میشه، اما با RGB به صورت کلی مشکلی نبود، بسته بندی هم خوب بود.
5,من اینو از بیرون گرفتم و با کارت گرافیکrx 6700 tx  بستم عالیە
4,درمقابل هزینه توان پردازشی بالایی نسبت به نسل 11 را دارد پردازنده قبلی من 8350 fxای ام دی بود و با اس اس دی ساتا و برد چیپست 970 بود که حالا با این سی پی یو و چیپست 660 و درایو جامد m. 2ادیتا8200 با همان کارت گرافیک580 amd fx  افزایش سرعت محسوسی رو حس میکنم 
4,کاش در کنارش همزمان مثلا فن پردازنده پیشنهاد میشد برای خرید.
